Unnamed: 0,疾病病种,发病数,死亡数,date,year,month,url
2495,疟疾,23.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2496,人感染H7N9禽流感,3.0,2.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2497,丙类传染病合计,16104.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2498,流行性感冒,714.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2499,流行性腮腺炎,729.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2500,风疹,18.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2501,急性出血性结膜炎,69.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2502,麻风病,3.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2503,斑疹伤寒,0.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2504,黑热病,0.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2505,包虫病,1.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2506,丝虫病,0.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2507,其它感染性腹泻病,6969.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2508,手足口病,7601.0,0.0,2017-5,2017,5,http://wsjkw.zj.gov.cn/art/2017/6/12/art_1229123469_468872.html
2509,甲乙丙类总计,36248.0,40.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2510,甲乙类传染病合计,11950.0,40.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2511,鼠疫,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2512,霍乱,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2513,传染性非典型肺炎,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2514,艾滋病,189.0,27.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2515,病毒性肝炎,2199.0,1.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2516,甲型肝炎,45.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2517,乙型肝炎,1572.0,1.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2518,丙型肝炎,278.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2519,丁型肝炎,2.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2520,戊型肝炎,203.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2521,肝炎未分型,99.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2522,脊髓灰质炎,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2523,人感染高致病性禽流感,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2524,麻疹,40.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2525,流行性出血热,46.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2526,狂犬病,2.0,2.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2527,流行性乙型脑炎,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2528,登革热,11.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2529,炭疽,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2530,细菌性和阿米巴性痢疾,237.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2531,肺结核,3335.0,9.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2532,伤寒与副伤寒,45.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2533,流行性脑脊髓膜炎,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2534,百日咳,51.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2535,白喉,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2536,新生儿破伤风,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2537,猩红热,317.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2538,布鲁氏菌病,22.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2539,淋病,1977.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2540,梅毒,3462.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2541,钩端螺旋体病,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2542,血吸虫病,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2543,疟疾,16.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2544,人感染H7N9禽流感,1.0,1.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2545,丙类传染病合计,24298.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2546,流行性感冒,457.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2547,流行性腮腺炎,742.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2548,风疹,15.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2549,急性出血性结膜炎,59.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2550,麻风病,3.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2551,斑疹伤寒,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2552,黑热病,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2553,包虫病,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2554,丝虫病,0.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2555,其它感染性腹泻病,8081.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2556,手足口病,14941.0,0.0,2017-6,2017,6,http://wsjkw.zj.gov.cn/art/2017/7/11/art_1229123469_468873.html
2557,甲乙丙类总计,37063.0,34.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2558,甲乙类传染病合计,11894.0,34.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2559,鼠疫,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2560,霍乱,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2561,传染性非典型肺炎,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2562,艾滋病,164.0,26.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2563,病毒性肝炎,2091.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2564,甲型肝炎,46.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2565,乙型肝炎,1494.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2566,丙型肝炎,275.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2567,丁型肝炎,1.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2568,戊型肝炎,178.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2569,肝炎未分型,97.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2570,脊髓灰质炎,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2571,人感染高致病性禽流感,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2572,麻疹,18.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2573,流行性出血热,33.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2574,狂犬病,2.0,2.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2575,流行性乙型脑炎,6.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2576,登革热,10.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2577,炭疽,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2578,细菌性和阿米巴性痢疾,289.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2579,肺结核,3349.0,5.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2580,伤寒与副伤寒,43.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2581,流行性脑脊髓膜炎,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2582,百日咳,39.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2583,白喉,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2584,新生儿破伤风,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2585,猩红热,170.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2586,布鲁氏菌病,9.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2587,淋病,2076.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2588,梅毒,3573.0,1.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2589,钩端螺旋体病,1.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2590,血吸虫病,2.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2591,疟疾,19.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2592,人感染H7N9禽流感,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2593,丙类传染病合计,25169.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2594,流行性感冒,1409.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2595,流行性腮腺炎,866.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2596,风疹,9.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2597,急性出血性结膜炎,78.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2598,麻风病,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2599,斑疹伤寒,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2600,黑热病,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2601,包虫病,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2602,丝虫病,0.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2603,其它感染性腹泻病,9848.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2604,手足口病,12959.0,0.0,2017-7,2017,7,http://wsjkw.zj.gov.cn/art/2017/8/9/art_1229123469_468874.html
2605,甲乙丙类总计,35858.0,30.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2606,甲乙类传染病合计,12396.0,30.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2607,鼠疫,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2608,霍乱,2.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2609,传染性非典型肺炎,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2610,艾滋病,164.0,21.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2611,病毒性肝炎,1996.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2612,甲型肝炎,45.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2613,乙型肝炎,1380.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2614,丙型肝炎,276.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2615,丁型肝炎,1.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2616,戊型肝炎,199.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2617,肝炎未分型,95.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2618,脊髓灰质炎,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2619,人感染高致病性禽流感,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2620,麻疹,9.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2621,流行性出血热,12.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2622,狂犬病,1.0,1.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2623,流行性乙型脑炎,7.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2624,登革热,233.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2625,炭疽,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2626,细菌性和阿米巴性痢疾,266.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2627,肺结核,3493.0,8.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2628,伤寒与副伤寒,67.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2629,流行性脑脊髓膜炎,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2630,百日咳,57.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2631,白喉,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2632,新生儿破伤风,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2633,猩红热,103.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2634,布鲁氏菌病,13.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2635,淋病,2164.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2636,梅毒,3794.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2637,钩端螺旋体病,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2638,血吸虫病,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2639,疟疾,15.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2640,人感染H7N9禽流感,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2641,丙类传染病合计,23462.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2642,流行性感冒,7709.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2643,流行性腮腺炎,642.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2644,风疹,8.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2645,急性出血性结膜炎,50.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2646,麻风病,2.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2647,斑疹伤寒,2.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2648,黑热病,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2649,包虫病,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2650,丝虫病,0.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2651,其它感染性腹泻病,11110.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2652,手足口病,3939.0,0.0,2017-8,2017,8,http://wsjkw.zj.gov.cn/art/2017/9/5/art_1229123469_468875.html
2653,甲乙丙类总计,79341.0,37.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2654,甲乙类传染病合计,9782.0,35.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2655,鼠疫,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2656,霍乱,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2657,传染性非典型肺炎,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2658,艾滋病,117.0,20.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2659,病毒性肝炎,1875.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2660,甲型肝炎,23.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2661,乙型肝炎,1365.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2662,丙型肝炎,233.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2663,丁型肝炎,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2664,戊型肝炎,191.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2665,肝炎未分型,62.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2666,脊髓灰质炎,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2667,人感染高致病性禽流感,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2668,麻疹,10.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2669,流行性出血热,24.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2670,狂犬病,1.0,2.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2671,流行性乙型脑炎,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2672,登革热,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2673,炭疽,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2674,细菌性和阿米巴性痢疾,105.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2675,肺结核,2954.0,13.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2676,伤寒与副伤寒,13.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2677,流行性脑脊髓膜炎,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2678,百日咳,14.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2679,白喉,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2680,新生儿破伤风,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2681,猩红热,216.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2682,布鲁氏菌病,7.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2683,淋病,1847.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2684,梅毒,2585.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2685,钩端螺旋体病,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2686,血吸虫病,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2687,疟疾,11.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2688,人感染H7N9禽流感,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2689,丙类传染病合计,69559.0,2.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2690,流行性感冒,42383.0,2.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2691,流行性腮腺炎,294.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2692,风疹,8.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2693,急性出血性结膜炎,63.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2694,麻风病,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2695,斑疹伤寒,1.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2696,黑热病,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2697,包虫病,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2698,丝虫病,0.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2699,其它感染性腹泻病,22703.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2700,手足口病,4106.0,0.0,2018-1,2018,1,http://wsjkw.zj.gov.cn/art/2018/2/12/art_1229123469_468886.html
2701,甲乙丙类总计,30270.0,28.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
2702,甲乙类传染病合计,9569.0,28.0,2018-10,2018,10,http://wsjkw.zj.gov.cn/art/2018/11/7/art_1229123469_468896.html
