疾病病种,发病数,date,year,month,url
梅毒,967.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
钩端螺旋体病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
血吸虫病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
疟疾,2.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
人感染H7N9禽流感,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
新型冠状病毒肺炎*,108.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
丙类传染病合计,3376.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
流行性感冒,207.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
流行性腮腺炎,100.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
风疹,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
急性出血性结膜炎,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
麻风病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
斑疹伤寒,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
黑热病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
包虫病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
丝虫病,0.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
其它感染性腹泻病,418.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
手足口病,2651.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
甲乙丙类总计,5470.0,2021-7,2021,7,/yqxx/20210827/8bf05cb3be31447a942dca5ac9b49a2c.html
甲乙类传染病合计,2154.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
鼠疫,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
霍乱,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
传染性非典型肺炎,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
艾滋病,42.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
病毒性肝炎,80.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
其中:（1）甲肝,14.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
（2）乙肝,18.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
（3）丙肝,5.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
（4）丁肝,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
（5）戊肝,43.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
（6）肝炎（未分型）,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
脊髓灰质炎,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
人感染高致病性禽流感,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
麻疹,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
流行性出血热,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
狂犬病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
流行性乙型脑炎,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
登革热,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
炭疽,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
细菌性和阿米巴性痢疾,2.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
肺结核,517.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
伤寒和副伤寒,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
流行性脑脊髓膜炎,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
百日咳,9.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
白喉,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
新生儿破伤风,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
猩红热,29.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
布鲁氏菌病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
淋病,293.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
梅毒,1007.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
钩端螺旋体病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
血吸虫病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
疟疾,4.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
人感染H7N9禽流感,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
新型冠状病毒肺炎*,171.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
丙类传染病合计,2089.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
流行性感冒,387.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
流行性腮腺炎,105.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
风疹,1.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
急性出血性结膜炎,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
麻风病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
斑疹伤寒,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
黑热病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
包虫病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
丝虫病,0.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
其它感染性腹泻病,391.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
手足口病,1205.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
甲乙丙类总计,4243.0,2021-8,2021,8,/yqxx/20210926/874c30e97e774e5781262ad579cce6d5.html
甲乙类传染病合计,2204.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
鼠疫,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
霍乱,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
传染性非典型肺炎,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
艾滋病,64.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
病毒性肝炎,86.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
其中:（1）甲肝,13.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
（2）乙肝,12.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
（3）丙肝,3.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
（4）丁肝,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
（5）戊肝,57.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
（6）肝炎（未分型）,1.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
脊髓灰质炎,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
人感染高致病性禽流感,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
麻疹,1.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
流行性出血热,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
狂犬病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
流行性乙型脑炎,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
登革热,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
炭疽,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
细菌性和阿米巴性痢疾,1.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
肺结核,606.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
伤寒和副伤寒,4.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
流行性脑脊髓膜炎,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
百日咳,10.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
白喉,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
新生儿破伤风,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
猩红热,13.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
布鲁氏菌病,2.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
淋病,261.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
梅毒,1031.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
钩端螺旋体病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
血吸虫病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
疟疾,5.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
人感染H7N9禽流感,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
新型冠状病毒肺炎*,120.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
丙类传染病合计,2339.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
流行性感冒,544.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
流行性腮腺炎,151.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
风疹,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
急性出血性结膜炎,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
麻风病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
斑疹伤寒,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
黑热病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
包虫病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
丝虫病,0.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
其它感染性腹泻病,400.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
手足口病,1244.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
甲乙丙类总计,4543.0,2021-9,2021,9,/yqxx/20211029/a4fe5c0bf72f4f4cb79880712d8e68ac.html
甲乙类传染病合计,2446.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
鼠疫,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
霍乱,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
传染性非典型肺炎,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
艾滋病,24.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
病毒性肝炎,126.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
其中:（1）甲肝,19.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
（2）乙肝,12.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
（3）丙肝,3.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
（4）丁肝,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
（5）戊肝,91.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
（6）肝炎（未分型）,1.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
脊髓灰质炎,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
人感染高致病性禽流感,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
麻疹,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
流行性出血热,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
狂犬病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
流行性乙型脑炎,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
登革热,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
炭疽,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
细菌性和阿米巴性痢疾,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
肺结核,354.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
伤寒和副伤寒,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
流行性脑脊髓膜炎,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
百日咳,72.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
白喉,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
新生儿破伤风,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
猩红热,166.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
布鲁氏菌病,2.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
淋病,222.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
梅毒,815.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
钩端螺旋体病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
血吸虫病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
疟疾,3.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
人感染H7N9禽流感,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
新型冠状病毒肺炎*,662.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
丙类传染病合计,3128.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
流行性感冒,2283.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
流行性腮腺炎,114.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
风疹,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
急性出血性结膜炎,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
麻风病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
斑疹伤寒,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
黑热病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
包虫病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
丝虫病,0.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
其它感染性腹泻病,404.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
手足口病,327.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
甲乙丙类总计,5574.0,2022-1,2022,1,/yqxx/20220226/f112cf3a5a2246d2a85863df12922a06.html
甲乙类传染病合计,1587.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
鼠疫,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
霍乱,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
传染性非典型肺炎,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
艾滋病,49.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
病毒性肝炎,92.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
其中:（1）甲肝,16.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
（2）乙肝,8.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
（3）丙肝,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
（4）丁肝,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
（5）戊肝,68.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
（6）肝炎（未分型）,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
脊髓灰质炎,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
人感染高致病性禽流感,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
麻疹,1.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
流行性出血热,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
狂犬病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
流行性乙型脑炎,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
登革热,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
炭疽,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
细菌性和阿米巴性痢疾,1.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
肺结核,386.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
伤寒和副伤寒,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
流行性脑脊髓膜炎,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
百日咳,9.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
白喉,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
新生儿破伤风,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
猩红热,18.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
布鲁氏菌病,1.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
淋病,131.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
梅毒,784.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
钩端螺旋体病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
血吸虫病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
疟疾,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
人感染H7N9禽流感,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
新型冠状病毒肺炎*,115.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
丙类传染病合计,1878.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
流行性感冒,1110.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
流行性腮腺炎,72.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
风疹,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
急性出血性结膜炎,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
麻风病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
斑疹伤寒,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
黑热病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
包虫病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
丝虫病,0.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
其它感染性腹泻病,174.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
手足口病,522.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
甲乙丙类总计,3465.0,2022-10,2022,10,/yqxx/20221125/a035d07b329c4ef58faee6f2382402ab.html
甲乙类传染病合计,1876.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
鼠疫,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
霍乱,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
传染性非典型肺炎,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
艾滋病,13.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
病毒性肝炎,117.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
其中:（1）甲肝,21.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
（2）乙肝,13.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
（3）丙肝,2.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
（4）丁肝,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
（5）戊肝,80.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
（6）肝炎（未分型）,1.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
脊髓灰质炎,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
人感染高致病性禽流感,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
麻疹,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
流行性出血热,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
狂犬病,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
流行性乙型脑炎,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
登革热,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
炭疽,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
细菌性和阿米巴性痢疾,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
肺结核,424.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
伤寒和副伤寒,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
流行性脑脊髓膜炎,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
百日咳,2.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
白喉,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
新生儿破伤风,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
猩红热,40.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
布鲁氏菌病,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
淋病,158.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
梅毒,831.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
钩端螺旋体病,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
血吸虫病,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
疟疾,1.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
人感染H7N9禽流感,0.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
新型冠状病毒肺炎*,290.0,2022-11,2022,11,/yqxx/20221230/b65f7204643047338461e1bba066339d.html
