疾病病种,发病数,死亡数,date
戊型肝炎,129.0,0.0,2015-5
肝炎未分型,115.0,0.0,2015-5
脊髓灰质炎,0.0,0.0,2015-5
人感染高致病性禽流感,0.0,0.0,2015-5
麻疹,262.0,0.0,2015-5
流行性出血热,39.0,0.0,2015-5
狂犬病,0.0,0.0,2015-5
流行性乙型脑炎,0.0,0.0,2015-5
登革热,4.0,0.0,2015-5
炭疽,0.0,0.0,2015-5
细菌性和阿米巴性痢疾,277.0,0.0,2015-5
肺结核,3367.0,3.0,2015-5
伤寒与副伤寒,46.0,0.0,2015-5
流行性脑脊髓膜炎,0.0,0.0,2015-5
百日咳,30.0,0.0,2015-5
白喉,0.0,0.0,2015-5
新生儿破伤风,2.0,0.0,2015-5
猩红热,629.0,0.0,2015-5
布鲁氏菌病,22.0,0.0,2015-5
淋病,1256.0,0.0,2015-5
梅毒,3198.0,1.0,2015-5
钩端螺旋体病,0.0,0.0,2015-5
血吸虫病,2.0,0.0,2015-5
疟疾,16.0,0.0,2015-5
人感染H7N9禽流感,4.0,4.0,2015-5
丙类传染病合计,20086.0,0.0,2015-5
流行性感冒,267.0,0.0,2015-5
流行性腮腺炎,854.0,0.0,2015-5
风疹,52.0,0.0,2015-5
急性出血性结膜炎,119.0,0.0,2015-5
麻风病,4.0,0.0,2015-5
斑疹伤寒,0.0,0.0,2015-5
黑热病,0.0,0.0,2015-5
包虫病,0.0,0.0,2015-5
丝虫病,0.0,0.0,2015-5
其它感染性腹泻病,5818.0,0.0,2015-5
手足口病,12972.0,0.0,2015-5
甲乙丙类总计,41152.0,22.0,2015-6
甲乙类传染病合计,10956.0,22.0,2015-6
鼠疫,0.0,0.0,2015-6
霍乱,0.0,0.0,2015-6
传染性非典型肺炎,0.0,0.0,2015-6
艾滋病,164.0,16.0,2015-6
病毒性肝炎,1820.0,0.0,2015-6
甲型肝炎,50.0,0.0,2015-6
乙型肝炎,1292.0,0.0,2015-6
丙型肝炎,255.0,0.0,2015-6
戊型肝炎,98.0,0.0,2015-6
肝炎未分型,125.0,0.0,2015-6
脊髓灰质炎,0.0,0.0,2015-6
人感染高致病性禽流感,0.0,0.0,2015-6
麻疹,162.0,0.0,2015-6
流行性出血热,45.0,0.0,2015-6
狂犬病,0.0,0.0,2015-6
流行性乙型脑炎,0.0,0.0,2015-6
登革热,2.0,0.0,2015-6
炭疽,0.0,0.0,2015-6
细菌性和阿米巴性痢疾,302.0,0.0,2015-6
肺结核,3315.0,5.0,2015-6
伤寒与副伤寒,57.0,0.0,2015-6
流行性脑脊髓膜炎,0.0,0.0,2015-6
百日咳,34.0,0.0,2015-6
白喉,0.0,0.0,2015-6
新生儿破伤风,1.0,0.0,2015-6
猩红热,469.0,0.0,2015-6
布鲁氏菌病,10.0,0.0,2015-6
淋病,1355.0,0.0,2015-6
梅毒,3199.0,0.0,2015-6
钩端螺旋体病,1.0,0.0,2015-6
血吸虫病,0.0,0.0,2015-6
疟疾,19.0,0.0,2015-6
人感染H7N9禽流感,1.0,1.0,2015-6
丙类传染病合计,30196.0,0.0,2015-6
流行性感冒,428.0,0.0,2015-6
流行性腮腺炎,887.0,0.0,2015-6
风疹,26.0,0.0,2015-6
急性出血性结膜炎,106.0,0.0,2015-6
麻风病,1.0,0.0,2015-6
斑疹伤寒,0.0,0.0,2015-6
黑热病,0.0,0.0,2015-6
包虫病,0.0,0.0,2015-6
丝虫病,0.0,0.0,2015-6
其它感染性腹泻病,7412.0,0.0,2015-6
手足口病,21336.0,0.0,2015-6
甲乙丙类总计,33535.0,26.0,2015-7
甲乙类传染病合计,10951.0,26.0,2015-7
鼠疫,0.0,0.0,2015-7
霍乱,1.0,0.0,2015-7
传染性非典型肺炎,0.0,0.0,2015-7
艾滋病,170.0,17.0,2015-7
病毒性肝炎,1745.0,1.0,2015-7
甲型肝炎,48.0,0.0,2015-7
乙型肝炎,1199.0,0.0,2015-7
丙型肝炎,250.0,0.0,2015-7
戊型肝炎,131.0,1.0,2015-7
肝炎未分型,117.0,0.0,2015-7
脊髓灰质炎,0.0,0.0,2015-7
人感染高致病性禽流感,0.0,0.0,2015-7
麻疹,86.0,0.0,2015-7
流行性出血热,23.0,0.0,2015-7
狂犬病,1.0,1.0,2015-7
流行性乙型脑炎,7.0,0.0,2015-7
登革热,3.0,0.0,2015-7
炭疽,0.0,0.0,2015-7
细菌性和阿米巴性痢疾,244.0,0.0,2015-7
肺结核,3434.0,7.0,2015-7
伤寒与副伤寒,63.0,0.0,2015-7
流行性脑脊髓膜炎,0.0,0.0,2015-7
百日咳,26.0,0.0,2015-7
白喉,0.0,0.0,2015-7
新生儿破伤风,2.0,0.0,2015-7
猩红热,199.0,0.0,2015-7
布鲁氏菌病,14.0,0.0,2015-7
淋病,1462.0,0.0,2015-7
梅毒,3456.0,0.0,2015-7
钩端螺旋体病,1.0,0.0,2015-7
血吸虫病,1.0,0.0,2015-7
疟疾,13.0,0.0,2015-7
人感染H7N9禽流感,0.0,0.0,2015-7
丙类传染病合计,22584.0,0.0,2015-7
流行性感冒,2158.0,0.0,2015-7
流行性腮腺炎,912.0,0.0,2015-7
风疹,23.0,0.0,2015-7
急性出血性结膜炎,106.0,0.0,2015-7
麻风病,0.0,0.0,2015-7
斑疹伤寒,1.0,0.0,2015-7
黑热病,0.0,0.0,2015-7
包虫病,0.0,0.0,2015-7
丝虫病,0.0,0.0,2015-7
其它感染性腹泻病,7876.0,0.0,2015-7
手足口病,11508.0,0.0,2015-7
甲乙丙类总计,26999.0,17.0,2015-8
甲乙类传染病合计,10237.0,17.0,2015-8
鼠疫,0.0,0.0,2015-8
霍乱,0.0,0.0,2015-8
传染性非典型肺炎,0.0,0.0,2015-8
艾滋病,116.0,11.0,2015-8
病毒性肝炎,1763.0,0.0,2015-8
甲型肝炎,38.0,0.0,2015-8
乙型肝炎,1249.0,0.0,2015-8
丙型肝炎,235.0,0.0,2015-8
戊型肝炎,116.0,0.0,2015-8
肝炎未分型,125.0,0.0,2015-8
脊髓灰质炎,0.0,0.0,2015-8
人感染高致病性禽流感,0.0,0.0,2015-8
麻疹,68.0,0.0,2015-8
流行性出血热,19.0,0.0,2015-8
狂犬病,0.0,0.0,2015-8
流行性乙型脑炎,3.0,0.0,2015-8
登革热,5.0,0.0,2015-8
炭疽,0.0,0.0,2015-8
细菌性和阿米巴性痢疾,306.0,0.0,2015-8
肺结核,3121.0,6.0,2015-8
伤寒与副伤寒,40.0,0.0,2015-8
流行性脑脊髓膜炎,0.0,0.0,2015-8
百日咳,36.0,0.0,2015-8
白喉,0.0,0.0,2015-8
新生儿破伤风,0.0,0.0,2015-8
猩红热,107.0,0.0,2015-8
布鲁氏菌病,12.0,0.0,2015-8
淋病,1434.0,0.0,2015-8
梅毒,3190.0,0.0,2015-8
钩端螺旋体病,3.0,0.0,2015-8
血吸虫病,0.0,0.0,2015-8
疟疾,14.0,0.0,2015-8
人感染H7N9禽流感,0.0,0.0,2015-8
丙类传染病合计,16762.0,0.0,2015-8
流行性感冒,1218.0,0.0,2015-8
流行性腮腺炎,670.0,0.0,2015-8
风疹,28.0,0.0,2015-8
急性出血性结膜炎,84.0,0.0,2015-8
麻风病,1.0,0.0,2015-8
斑疹伤寒,0.0,0.0,2015-8
黑热病,0.0,0.0,2015-8
包虫病,0.0,0.0,2015-8
丝虫病,0.0,0.0,2015-8
其它感染性腹泻病,8978.0,0.0,2015-8
手足口病,5783.0,0.0,2015-8
甲乙丙类总计,24690.0,23.0,2015-9
甲乙类传染病合计,10644.0,23.0,2015-9
鼠疫,0.0,0.0,2015-9
霍乱,0.0,0.0,2015-9
传染性非典型肺炎,0.0,0.0,2015-9
艾滋病,159.0,16.0,2015-9
病毒性肝炎,1759.0,0.0,2015-9
甲型肝炎,54.0,0.0,2015-9
乙型肝炎,1227.0,0.0,2015-9
丙型肝炎,235.0,0.0,2015-9
戊型肝炎,124.0,0.0,2015-9
肝炎未分型,119.0,0.0,2015-9
脊髓灰质炎,0.0,0.0,2015-9
人感染高致病性禽流感,0.0,0.0,2015-9
麻疹,75.0,0.0,2015-9
流行性出血热,17.0,0.0,2015-9
狂犬病,2.0,2.0,2015-9
流行性乙型脑炎,2.0,0.0,2015-9
登革热,23.0,0.0,2015-9
炭疽,0.0,0.0,2015-9
细菌性和阿米巴性痢疾,289.0,0.0,2015-9
肺结核,3066.0,5.0,2015-9
伤寒与副伤寒,46.0,0.0,2015-9
流行性脑脊髓膜炎,0.0,0.0,2015-9
百日咳,14.0,0.0,2015-9
白喉,0.0,0.0,2015-9
新生儿破伤风,5.0,0.0,2015-9
猩红热,114.0,0.0,2015-9
布鲁氏菌病,3.0,0.0,2015-9
淋病,1530.0,0.0,2015-9
梅毒,3517.0,0.0,2015-9
钩端螺旋体病,1.0,0.0,2015-9
血吸虫病,0.0,0.0,2015-9
疟疾,20.0,0.0,2015-9
人感染H7N9禽流感,2.0,0.0,2015-9
丙类传染病合计,14046.0,0.0,2015-9
流行性感冒,345.0,0.0,2015-9
流行性腮腺炎,723.0,0.0,2015-9
风疹,17.0,0.0,2015-9
急性出血性结膜炎,88.0,0.0,2015-9
麻风病,2.0,0.0,2015-9
斑疹伤寒,0.0,0.0,2015-9
黑热病,0.0,0.0,2015-9
包虫病,0.0,0.0,2015-9
丝虫病,0.0,0.0,2015-9
其它感染性腹泻病,7425.0,0.0,2015-9
手足口病,5446.0,0.0,2015-9
甲乙丙类总计,33811.0,26.0,2016-1
甲乙类传染病合计,8461.0,26.0,2016-1
鼠疫,0.0,0.0,2016-1
霍乱,0.0,0.0,2016-1
传染性非典型肺炎,0.0,0.0,2016-1
艾滋病,108.0,14.0,2016-1
病毒性肝炎,1502.0,0.0,2016-1
甲型肝炎,27.0,0.0,2016-1
乙型肝炎,1013.0,0.0,2016-1
丙型肝炎,220.0,0.0,2016-1
戊型肝炎,140.0,0.0,2016-1
肝炎未分型,102.0,0.0,2016-1
脊髓灰质炎,0.0,0.0,2016-1
人感染高致病性禽流感,0.0,0.0,2016-1
麻疹,8.0,0.0,2016-1
流行性出血热,42.0,0.0,2016-1
狂犬病,1.0,1.0,2016-1
流行性乙型脑炎,0.0,0.0,2016-1
登革热,1.0,0.0,2016-1
炭疽,0.0,0.0,2016-1
细菌性和阿米巴性痢疾,124.0,0.0,2016-1
肺结核,2437.0,9.0,2016-1
伤寒与副伤寒,14.0,0.0,2016-1
流行性脑脊髓膜炎,0.0,0.0,2016-1
百日咳,6.0,0.0,2016-1
白喉,0.0,0.0,2016-1
新生儿破伤风,0.0,0.0,2016-1
猩红热,314.0,0.0,2016-1
布鲁氏菌病,2.0,0.0,2016-1
淋病,1440.0,0.0,2016-1
梅毒,2430.0,0.0,2016-1
钩端螺旋体病,0.0,0.0,2016-1
血吸虫病,0.0,0.0,2016-1
疟疾,19.0,0.0,2016-1
人感染H7N9禽流感,13.0,2.0,2016-1
丙类传染病合计,25350.0,0.0,2016-1
流行性感冒,1697.0,0.0,2016-1
流行性腮腺炎,348.0,0.0,2016-1
风疹,8.0,0.0,2016-1
急性出血性结膜炎,59.0,0.0,2016-1
麻风病,1.0,0.0,2016-1
斑疹伤寒,0.0,0.0,2016-1
黑热病,1.0,0.0,2016-1
包虫病,1.0,0.0,2016-1
丝虫病,0.0,0.0,2016-1
其它感染性腹泻病,14981.0,0.0,2016-1
手足口病,8254.0,0.0,2016-1
甲乙丙类总计,31790.0,31.0,2016-10
甲乙类传染病合计,10025.0,31.0,2016-10
鼠疫,0.0,0.0,2016-10
霍乱,1.0,0.0,2016-10
传染性非典型肺炎,0.0,0.0,2016-10
艾滋病,139.0,20.0,2016-10
病毒性肝炎,1710.0,0.0,2016-10
甲型肝炎,36.0,0.0,2016-10
乙型肝炎,1223.0,0.0,2016-10
丙型肝炎,223.0,0.0,2016-10
丁型肝炎,5.0,0.0,2016-10
戊型肝炎,131.0,0.0,2016-10
肝炎未分型,92.0,0.0,2016-10
脊髓灰质炎,0.0,0.0,2016-10
人感染高致病性禽流感,0.0,0.0,2016-10
麻疹,5.0,0.0,2016-10
流行性出血热,26.0,0.0,2016-10
狂犬病,2.0,2.0,2016-10
流行性乙型脑炎,1.0,0.0,2016-10
登革热,7.0,0.0,2016-10
炭疽,0.0,0.0,2016-10
细菌性和阿米巴性痢疾,189.0,0.0,2016-10
肺结核,2928.0,9.0,2016-10
伤寒与副伤寒,54.0,0.0,2016-10
流行性脑脊髓膜炎,0.0,0.0,2016-10
百日咳,6.0,0.0,2016-10
白喉,0.0,0.0,2016-10
新生儿破伤风,1.0,0.0,2016-10
猩红热,89.0,0.0,2016-10
布鲁氏菌病,6.0,0.0,2016-10
淋病,1655.0,0.0,2016-10
梅毒,3184.0,0.0,2016-10
钩端螺旋体病,3.0,0.0,2016-10
血吸虫病,0.0,0.0,2016-10
疟疾,18.0,0.0,2016-10
人感染H7N9禽流感,1.0,0.0,2016-10
丙类传染病合计,21765.0,0.0,2016-10
流行性感冒,597.0,0.0,2016-10
流行性腮腺炎,595.0,0.0,2016-10
风疹,9.0,0.0,2016-10
急性出血性结膜炎,41.0,0.0,2016-10
麻风病,1.0,0.0,2016-10
斑疹伤寒,0.0,0.0,2016-10
黑热病,0.0,0.0,2016-10
包虫病,0.0,0.0,2016-10
丝虫病,0.0,0.0,2016-10
其它感染性腹泻病,7337.0,0.0,2016-10
手足口病,13185.0,0.0,2016-10
甲乙丙类总计,36349.0,35.0,2016-11
甲乙类传染病合计,10209.0,35.0,2016-11
鼠疫,0.0,0.0,2016-11
霍乱,0.0,0.0,2016-11
传染性非典型肺炎,0.0,0.0,2016-11
艾滋病,163.0,28.0,2016-11
病毒性肝炎,1950.0,0.0,2016-11
甲型肝炎,34.0,0.0,2016-11
乙型肝炎,1352.0,0.0,2016-11
丙型肝炎,295.0,0.0,2016-11
丁型肝炎,3.0,0.0,2016-11
戊型肝炎,156.0,0.0,2016-11
肝炎未分型,110.0,0.0,2016-11
脊髓灰质炎,0.0,0.0,2016-11
人感染高致病性禽流感,0.0,0.0,2016-11
麻疹,6.0,0.0,2016-11
流行性出血热,36.0,0.0,2016-11
狂犬病,4.0,2.0,2016-11
流行性乙型脑炎,0.0,0.0,2016-11
登革热,7.0,0.0,2016-11
炭疽,0.0,0.0,2016-11
细菌性和阿米巴性痢疾,129.0,0.0,2016-11
肺结核,2926.0,5.0,2016-11
伤寒与副伤寒,30.0,0.0,2016-11
流行性脑脊髓膜炎,0.0,0.0,2016-11
百日咳,3.0,0.0,2016-11
白喉,0.0,0.0,2016-11
新生儿破伤风,0.0,0.0,2016-11
猩红热,139.0,0.0,2016-11
布鲁氏菌病,8.0,0.0,2016-11
淋病,1709.0,0.0,2016-11
梅毒,3088.0,0.0,2016-11
钩端螺旋体病,0.0,0.0,2016-11
血吸虫病,0.0,0.0,2016-11
疟疾,11.0,0.0,2016-11
人感染H7N9禽流感,0.0,0.0,2016-11
丙类传染病合计,26140.0,0.0,2016-11
流行性感冒,2544.0,0.0,2016-11
流行性腮腺炎,571.0,0.0,2016-11
风疹,8.0,0.0,2016-11
急性出血性结膜炎,44.0,0.0,2016-11
麻风病,1.0,0.0,2016-11
斑疹伤寒,2.0,0.0,2016-11
黑热病,0.0,0.0,2016-11
包虫病,0.0,0.0,2016-11
丝虫病,0.0,0.0,2016-11
其它感染性腹泻病,4890.0,0.0,2016-11
手足口病,18080.0,0.0,2016-11
甲乙丙类总计,34731.0,39.0,2016-12
甲乙类传染病合计,10067.0,38.0,2016-12
鼠疫,0.0,0.0,2016-12
霍乱,0.0,0.0,2016-12
传染性非典型肺炎,0.0,0.0,2016-12
艾滋病,236.0,21.0,2016-12
病毒性肝炎,1889.0,1.0,2016-12
甲型肝炎,36.0,0.0,2016-12
乙型肝炎,1340.0,1.0,2016-12
丙型肝炎,233.0,0.0,2016-12
丁型肝炎,3.0,0.0,2016-12
戊型肝炎,148.0,0.0,2016-12
肝炎未分型,129.0,0.0,2016-12
脊髓灰质炎,0.0,0.0,2016-12
人感染高致病性禽流感,0.0,0.0,2016-12
麻疹,1.0,0.0,2016-12
流行性出血热,43.0,0.0,2016-12
狂犬病,2.0,4.0,2016-12
流行性乙型脑炎,0.0,0.0,2016-12
登革热,3.0,0.0,2016-12
炭疽,0.0,0.0,2016-12
细菌性和阿米巴性痢疾,114.0,0.0,2016-12
肺结核,2806.0,11.0,2016-12
伤寒与副伤寒,22.0,0.0,2016-12
流行性脑脊髓膜炎,2.0,0.0,2016-12
百日咳,4.0,0.0,2016-12
白喉,0.0,0.0,2016-12
新生儿破伤风,0.0,0.0,2016-12
猩红热,207.0,0.0,2016-12
布鲁氏菌病,9.0,0.0,2016-12
淋病,1707.0,0.0,2016-12
梅毒,2989.0,0.0,2016-12
钩端螺旋体病,0.0,0.0,2016-12
血吸虫病,4.0,0.0,2016-12
疟疾,9.0,0.0,2016-12
人感染H7N9禽流感,20.0,1.0,2016-12
丙类传染病合计,24664.0,1.0,2016-12
流行性感冒,3589.0,0.0,2016-12
流行性腮腺炎,430.0,0.0,2016-12
风疹,9.0,0.0,2016-12
急性出血性结膜炎,62.0,0.0,2016-12
麻风病,0.0,0.0,2016-12
斑疹伤寒,0.0,0.0,2016-12
黑热病,0.0,0.0,2016-12
包虫病,0.0,0.0,2016-12
丝虫病,0.0,0.0,2016-12
其它感染性腹泻病,8134.0,1.0,2016-12
手足口病,12440.0,0.0,2016-12
甲乙丙类总计,22223.0,30.0,2016-2
甲乙类传染病合计,7348.0,30.0,2016-2
鼠疫,0.0,0.0,2016-2
霍乱,0.0,0.0,2016-2
传染性非典型肺炎,0.0,0.0,2016-2
艾滋病,80.0,16.0,2016-2
病毒性肝炎,1473.0,0.0,2016-2
甲型肝炎,40.0,0.0,2016-2
乙型肝炎,999.0,0.0,2016-2
丙型肝炎,186.0,0.0,2016-2
戊型肝炎,135.0,0.0,2016-2
肝炎未分型,113.0,0.0,2016-2
脊髓灰质炎,0.0,0.0,2016-2
人感染高致病性禽流感,0.0,0.0,2016-2
麻疹,13.0,0.0,2016-2
流行性出血热,40.0,0.0,2016-2
狂犬病,2.0,2.0,2016-2
流行性乙型脑炎,1.0,0.0,2016-2
登革热,5.0,0.0,2016-2
炭疽,0.0,0.0,2016-2
细菌性和阿米巴性痢疾,94.0,0.0,2016-2
肺结核,2228.0,8.0,2016-2
伤寒与副伤寒,14.0,0.0,2016-2
流行性脑脊髓膜炎,0.0,0.0,2016-2
百日咳,10.0,0.0,2016-2
白喉,0.0,0.0,2016-2
新生儿破伤风,1.0,0.0,2016-2
猩红热,96.0,0.0,2016-2
布鲁氏菌病,10.0,0.0,2016-2
淋病,1122.0,0.0,2016-2
梅毒,2127.0,0.0,2016-2
钩端螺旋体病,0.0,0.0,2016-2
血吸虫病,1.0,0.0,2016-2
疟疾,25.0,0.0,2016-2
人感染H7N9禽流感,6.0,4.0,2016-2
丙类传染病合计,14875.0,0.0,2016-2
流行性感冒,1778.0,0.0,2016-2
流行性腮腺炎,241.0,0.0,2016-2
风疹,6.0,0.0,2016-2
急性出血性结膜炎,50.0,0.0,2016-2
麻风病,1.0,0.0,2016-2
斑疹伤寒,0.0,0.0,2016-2
黑热病,0.0,0.0,2016-2
包虫病,0.0,0.0,2016-2
丝虫病,0.0,0.0,2016-2
其它感染性腹泻病,10739.0,0.0,2016-2
手足口病,2060.0,0.0,2016-2
甲乙丙类总计,26842.0,43.0,2016-3
甲乙类传染病合计,10798.0,42.0,2016-3
鼠疫,0.0,0.0,2016-3
霍乱,0.0,0.0,2016-3
传染性非典型肺炎,0.0,0.0,2016-3
艾滋病,172.0,32.0,2016-3
病毒性肝炎,2141.0,1.0,2016-3
甲型肝炎,67.0,0.0,2016-3
乙型肝炎,1404.0,1.0,2016-3
丙型肝炎,269.0,0.0,2016-3
戊型肝炎,247.0,0.0,2016-3
肝炎未分型,154.0,0.0,2016-3
脊髓灰质炎,0.0,0.0,2016-3
人感染高致病性禽流感,0.0,0.0,2016-3
麻疹,69.0,0.0,2016-3
流行性出血热,40.0,0.0,2016-3
狂犬病,0.0,0.0,2016-3
流行性乙型脑炎,0.0,0.0,2016-3
登革热,2.0,0.0,2016-3
炭疽,0.0,0.0,2016-3
细菌性和阿米巴性痢疾,119.0,0.0,2016-3
肺结核,3371.0,6.0,2016-3
伤寒与副伤寒,37.0,0.0,2016-3
流行性脑脊髓膜炎,0.0,0.0,2016-3
百日咳,22.0,0.0,2016-3
白喉,0.0,0.0,2016-3
新生儿破伤风,0.0,0.0,2016-3
猩红热,219.0,0.0,2016-3
布鲁氏菌病,13.0,0.0,2016-3
淋病,1410.0,0.0,2016-3
梅毒,3168.0,0.0,2016-3
钩端螺旋体病,0.0,0.0,2016-3
血吸虫病,2.0,0.0,2016-3
疟疾,11.0,0.0,2016-3
人感染H7N9禽流感,2.0,3.0,2016-3
丙类传染病合计,16044.0,1.0,2016-3
流行性感冒,1588.0,1.0,2016-3
流行性腮腺炎,529.0,0.0,2016-3
风疹,13.0,0.0,2016-3
急性出血性结膜炎,62.0,0.0,2016-3
麻风病,4.0,0.0,2016-3
斑疹伤寒,0.0,0.0,2016-3
黑热病,0.0,0.0,2016-3
包虫病,0.0,0.0,2016-3
丝虫病,0.0,0.0,2016-3
其它感染性腹泻病,8429.0,0.0,2016-3
手足口病,5419.0,0.0,2016-3
甲乙丙类总计,31946.0,28.0,2016-4
甲乙类传染病合计,10669.0,27.0,2016-4
鼠疫,0.0,0.0,2016-4
霍乱,0.0,0.0,2016-4
传染性非典型肺炎,0.0,0.0,2016-4
艾滋病,175.0,22.0,2016-4
病毒性肝炎,1927.0,1.0,2016-4
甲型肝炎,63.0,0.0,2016-4
乙型肝炎,1313.0,0.0,2016-4
丙型肝炎,219.0,1.0,2016-4
丁型肝炎,1.0,0.0,2016-4
戊型肝炎,201.0,0.0,2016-4
肝炎未分型,130.0,0.0,2016-4
脊髓灰质炎,0.0,0.0,2016-4
人感染高致病性禽流感,0.0,0.0,2016-4
麻疹,95.0,0.0,2016-4
流行性出血热,21.0,0.0,2016-4
狂犬病,0.0,0.0,2016-4
流行性乙型脑炎,0.0,0.0,2016-4
登革热,2.0,0.0,2016-4
炭疽,0.0,0.0,2016-4
细菌性和阿米巴性痢疾,144.0,0.0,2016-4
肺结核,3349.0,4.0,2016-4
伤寒与副伤寒,38.0,0.0,2016-4
流行性脑脊髓膜炎,0.0,0.0,2016-4
百日咳,16.0,0.0,2016-4
白喉,0.0,0.0,2016-4
新生儿破伤风,2.0,0.0,2016-4
猩红热,383.0,0.0,2016-4
布鲁氏菌病,11.0,0.0,2016-4
淋病,1481.0,0.0,2016-4
梅毒,3007.0,0.0,2016-4
钩端螺旋体病,0.0,0.0,2016-4
血吸虫病,1.0,0.0,2016-4
疟疾,16.0,0.0,2016-4
人感染H7N9禽流感,1.0,0.0,2016-4
丙类传染病合计,21277.0,1.0,2016-4
流行性感冒,1129.0,1.0,2016-4
流行性腮腺炎,660.0,0.0,2016-4
风疹,24.0,0.0,2016-4
急性出血性结膜炎,70.0,0.0,2016-4
麻风病,1.0,0.0,2016-4
斑疹伤寒,0.0,0.0,2016-4
黑热病,0.0,0.0,2016-4
包虫病,0.0,0.0,2016-4
丝虫病,0.0,0.0,2016-4
其它感染性腹泻病,5087.0,0.0,2016-4
手足口病,14306.0,0.0,2016-4
甲乙丙类总计,47805.0,28.0,2016-5
甲乙类传染病合计,11455.0,26.0,2016-5
鼠疫,0.0,0.0,2016-5
霍乱,0.0,0.0,2016-5
传染性非典型肺炎,0.0,0.0,2016-5
艾滋病,188.0,16.0,2016-5
病毒性肝炎,1944.0,0.0,2016-5
甲型肝炎,39.0,0.0,2016-5
乙型肝炎,1364.0,0.0,2016-5
丙型肝炎,221.0,0.0,2016-5
丁型肝炎,4.0,0.0,2016-5
戊型肝炎,191.0,0.0,2016-5
肝炎未分型,125.0,0.0,2016-5
脊髓灰质炎,0.0,0.0,2016-5
人感染高致病性禽流感,0.0,0.0,2016-5
麻疹,71.0,0.0,2016-5
流行性出血热,29.0,0.0,2016-5
狂犬病,3.0,3.0,2016-5
流行性乙型脑炎,1.0,0.0,2016-5
登革热,4.0,0.0,2016-5
炭疽,0.0,0.0,2016-5
细菌性和阿米巴性痢疾,247.0,0.0,2016-5
肺结核,3389.0,7.0,2016-5
伤寒与副伤寒,62.0,0.0,2016-5
流行性脑脊髓膜炎,1.0,0.0,2016-5
百日咳,22.0,0.0,2016-5
白喉,0.0,0.0,2016-5
新生儿破伤风,1.0,0.0,2016-5
猩红热,465.0,0.0,2016-5
布鲁氏菌病,11.0,0.0,2016-5
淋病,1586.0,0.0,2016-5
梅毒,3405.0,0.0,2016-5
钩端螺旋体病,0.0,0.0,2016-5
血吸虫病,2.0,0.0,2016-5
疟疾,24.0,0.0,2016-5
人感染H7N9禽流感,0.0,0.0,2016-5
丙类传染病合计,36350.0,2.0,2016-5
流行性感冒,479.0,0.0,2016-5
流行性腮腺炎,755.0,0.0,2016-5
风疹,20.0,0.0,2016-5
急性出血性结膜炎,69.0,0.0,2016-5
麻风病,0.0,0.0,2016-5
斑疹伤寒,0.0,0.0,2016-5
黑热病,0.0,0.0,2016-5
包虫病,2.0,0.0,2016-5
丝虫病,0.0,0.0,2016-5
其它感染性腹泻病,6438.0,0.0,2016-5
手足口病,28587.0,2.0,2016-5
甲乙丙类总计,62138.0,30.0,2016-6
甲乙类传染病合计,10820.0,27.0,2016-6
鼠疫,0.0,0.0,2016-6
霍乱,0.0,0.0,2016-6
传染性非典型肺炎,0.0,0.0,2016-6
艾滋病,204.0,21.0,2016-6
病毒性肝炎,1800.0,1.0,2016-6
甲型肝炎,46.0,0.0,2016-6
乙型肝炎,1266.0,0.0,2016-6
丙型肝炎,239.0,0.0,2016-6
丁型肝炎,2.0,0.0,2016-6
戊型肝炎,133.0,0.0,2016-6
肝炎未分型,114.0,1.0,2016-6
脊髓灰质炎,0.0,0.0,2016-6
人感染高致病性禽流感,0.0,0.0,2016-6
麻疹,29.0,0.0,2016-6
流行性出血热,38.0,0.0,2016-6
狂犬病,0.0,0.0,2016-6
流行性乙型脑炎,0.0,0.0,2016-6
登革热,0.0,0.0,2016-6
炭疽,0.0,0.0,2016-6
细菌性和阿米巴性痢疾,238.0,0.0,2016-6
肺结核,3136.0,4.0,2016-6
伤寒与副伤寒,59.0,0.0,2016-6
流行性脑脊髓膜炎,1.0,0.0,2016-6
百日咳,17.0,0.0,2016-6
白喉,0.0,0.0,2016-6
新生儿破伤风,0.0,0.0,2016-6
猩红热,301.0,0.0,2016-6
布鲁氏菌病,9.0,0.0,2016-6
淋病,1590.0,0.0,2016-6
梅毒,3379.0,0.0,2016-6
钩端螺旋体病,0.0,0.0,2016-6
血吸虫病,0.0,0.0,2016-6
疟疾,18.0,0.0,2016-6
人感染H7N9禽流感,1.0,1.0,2016-6
丙类传染病合计,51318.0,3.0,2016-6
流行性感冒,262.0,0.0,2016-6
流行性腮腺炎,743.0,0.0,2016-6
风疹,16.0,0.0,2016-6
急性出血性结膜炎,56.0,0.0,2016-6
麻风病,2.0,0.0,2016-6
斑疹伤寒,0.0,0.0,2016-6
黑热病,0.0,0.0,2016-6
包虫病,0.0,0.0,2016-6
丝虫病,0.0,0.0,2016-6
其它感染性腹泻病,7348.0,0.0,2016-6
手足口病,42891.0,3.0,2016-6
甲乙丙类总计,46684.0,26.0,2016-7
甲乙类传染病合计,10569.0,24.0,2016-7
鼠疫,0.0,0.0,2016-7
霍乱,0.0,0.0,2016-7
传染性非典型肺炎,0.0,0.0,2016-7
艾滋病,158.0,18.0,2016-7
病毒性肝炎,1882.0,0.0,2016-7
甲型肝炎,36.0,0.0,2016-7
乙型肝炎,1337.0,0.0,2016-7
丙型肝炎,242.0,0.0,2016-7
