"","date","value","disease_1","disease","source"
"4641",2015-02-01,631,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4642",2015-02-01,4003,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4643",2015-02-01,1831,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4644",2015-02-01,2301,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4645",2015-02-01,31614,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4646",2015-02-01,81,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4647",2015-02-01,26,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4648",2015-02-01,25323,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4649",2015-02-01,13962,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4650",2015-02-01,9202,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4651",2015-02-01,5916,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4652",2015-02-01,8,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4653",2015-02-01,54,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4654",2015-02-01,2494,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4655",2015-02-01,224,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4656",2015-02-01,24,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4657",2015-02-01,85845,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4658",2015-02-01,2052,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4659",2015-02-01,68103,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4661",2015-02-01,3,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4663",2015-02-01,654,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4664",2014-02-01,4719,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4665",2015-02-01,41,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4666",2015-02-01,18,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4667",2015-02-01,2198,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4668",2015-02-01,66728,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4672",2015-02-01,219,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4675",2015-02-01,9,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4677",2015-02-01,1540,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4679",2015-02-01,5780,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4680",2015-02-01,360,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4684",2015-02-01,1611,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4690",2015-03-01,20526,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4691",2015-03-01,2,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4692",2015-03-01,830,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4693",2014-01-01,70511,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4694",2015-03-01,763,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4695",2015-03-01,5585,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4696",2015-03-01,2532,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4697",2015-03-01,3032,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4698",2015-03-01,64617,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4699",2015-03-01,116,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4700",2015-03-01,24,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4701",2015-03-01,38532,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4702",2015-03-01,19653,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4703",2015-03-01,11222,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4704",2015-03-01,7730,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4705",2015-03-01,5,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4706",2015-03-01,52,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4707",2015-03-01,4007,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4708",2015-03-01,228,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4709",2015-03-01,19,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4710",2015-03-01,118723,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4711",2015-03-01,2441,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4712",2015-03-01,84404,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4714",2015-03-01,3,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4716",2015-03-01,1246,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4717",2014-01-01,2245,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4718",2015-03-01,45,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4719",2015-03-01,16,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4720",2015-03-01,4109,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4721",2015-03-01,90670,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4725",2015-03-01,377,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4728",2015-03-01,19,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4730",2015-03-01,2054,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4732",2015-03-01,7781,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4733",2015-03-01,514,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4737",2015-03-01,3047,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4743",2015-04-01,18331,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4744",2015-04-01,2,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4745",2015-04-01,851,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4746",2013-12-01,117545,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4747",2015-04-01,781,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4748",2015-04-01,6718,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4749",2015-04-01,2958,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4750",2015-04-01,2668,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4751",2015-04-01,176183,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4752",2015-04-01,145,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4753",2015-04-01,25,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4754",2015-04-01,36404,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4755",2015-04-01,13950,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4756",2015-04-01,16382,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4757",2015-04-01,7395,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4758",2015-04-01,11,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4759",2015-04-01,47,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4760",2015-04-01,6048,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4761",2015-04-01,259,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4762",2015-04-01,23,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4763",2015-04-01,105507,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4764",2015-04-01,2397,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4765",2015-04-01,79622,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4767",2015-04-01,14,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4769",2015-04-01,1937,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4770",2013-12-01,657,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4771",2015-04-01,32,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4772",2015-04-01,11,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4773",2015-04-01,4173,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4774",2015-04-01,80342,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4778",2015-04-01,310,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4781",2015-04-01,8,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4783",2015-04-01,1769,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4785",2015-04-01,9362,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4786",2015-04-01,499,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4790",2015-04-01,2092,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4793",2015-05-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"4797",2015-05-01,18311,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4798",2015-05-01,13,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4799",2015-05-01,1178,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4800",2013-11-01,121166,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4801",2015-05-01,1039,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4802",2015-05-01,7708,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4803",2015-05-01,3464,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4804",2015-05-01,2165,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4805",2015-05-01,317444,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4806",2015-05-01,148,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4807",2015-05-01,36,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4808",2015-05-01,38295,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4809",2015-05-01,14608,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4810",2015-05-01,21241,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4811",2015-05-01,8429,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4812",2015-05-01,23,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4813",2015-05-01,66,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4814",2015-05-01,9622,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4815",2015-05-01,377,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4816",2015-05-01,22,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4817",2015-05-01,105183,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4818",2015-05-01,2368,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4819",2015-05-01,77909,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4821",2015-05-01,18,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4823",2015-05-01,1663,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4824",2013-11-01,445,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4825",2015-05-01,37,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4826",2015-05-01,13,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4827",2015-05-01,4264,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4828",2015-05-01,80583,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4832",2015-05-01,221,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4835",2015-05-01,6,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4837",2015-05-01,1756,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4839",2015-05-01,14080,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4840",2015-05-01,675,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4844",2015-05-01,1658,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4850",2015-06-01,17415,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4851",2015-06-01,67,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4852",2015-06-01,1401,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4853",2013-10-01,106600,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4854",2015-06-01,977,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4855",2015-06-01,7257,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4856",2015-06-01,3790,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4857",2015-06-01,1956,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4858",2015-06-01,344685,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4859",2015-06-01,130,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4860",2015-06-01,17,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4861",2015-06-01,38142,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4862",2015-06-01,34584,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4863",2015-06-01,23292,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4864",2015-06-01,8469,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4865",2015-06-01,17,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4866",2015-06-01,88,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4867",2015-06-01,9310,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4868",2015-06-01,339,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4869",2015-06-01,46,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4870",2015-06-01,100822,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4871",2015-06-01,2318,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4872",2015-06-01,75363,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4874",2015-06-01,26,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4876",2015-06-01,761,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4877",2013-10-01,549,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4878",2015-06-01,38,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4879",2015-06-01,10,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4880",2015-06-01,4956,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4881",2015-06-01,3,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"4882",2015-06-01,77390,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4886",2015-06-01,283,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4889",2015-06-01,4,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4891",2015-06-01,1743,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4893",2015-06-01,17699,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4894",2015-06-01,724,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4898",2015-06-01,2594,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4904",2015-07-01,17676,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4905",2015-07-01,230,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4906",2015-07-01,1290,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4907",2013-09-01,82932,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4908",2015-07-01,634,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4909",2015-07-01,6224,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4910",2015-07-01,3780,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4911",2015-07-01,1991,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4912",2015-07-01,253841,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4913",2015-07-01,127,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4914",2015-07-01,28,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4915",2015-07-01,39837,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4916",2015-07-01,19650,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4917",2015-07-01,19569,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4918",2015-07-01,8762,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4919",2015-07-01,37,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4920",2015-07-01,66,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4921",2015-07-01,4866,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4922",2015-07-01,344,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4923",2015-07-01,135,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4924",2015-07-01,102935,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4925",2015-07-01,2342,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4926",2015-07-01,73535,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4928",2015-07-01,41,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4930",2015-07-01,319,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4931",2013-09-01,956,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4932",2015-07-01,23,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4933",2015-07-01,13,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4934",2015-07-01,4582,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4935",2015-07-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"4936",2015-07-01,78918,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4940",2015-07-01,331,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4943",2015-07-01,3,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4946",2015-07-01,2008,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"4948",2015-07-01,19088,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"4949",2015-07-01,942,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"4953",2015-07-01,2434,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4959",2015-08-01,16611,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"4960",2015-08-01,225,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"4961",2015-08-01,1192,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"4962",2013-08-01,105997,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"4963",2015-08-01,415,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"4964",2015-08-01,4768,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"4965",2015-08-01,3333,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"4966",2015-08-01,1931,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"4967",2015-08-01,176500,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"4968",2015-08-01,141,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"4969",2015-08-01,29,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"4970",2015-08-01,39051,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"4971",2015-08-01,11780,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"4972",2015-08-01,13311,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"4973",2015-08-01,9103,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"4974",2015-08-01,63,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"4975",2015-08-01,92,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4976",2015-08-01,2125,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"4977",2015-08-01,238,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"4978",2015-08-01,190,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"4979",2015-08-01,100269,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4980",2015-08-01,2395,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"4981",2015-08-01,70202,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"4983",2015-08-01,75,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4985",2015-08-01,182,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"4986",2013-08-01,1755,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"4987",2015-08-01,18,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4988",2015-08-01,38,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"4989",2015-08-01,4165,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"4990",2015-08-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"4991",2015-08-01,77425,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"4995",2015-08-01,260,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"4998",2015-08-01,3,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5001",2015-08-01,1907,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5003",2015-08-01,18106,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
"5004",2015-08-01,963,"百日咳","Pertussis","Monthly Notifiable Infectious Diseases Reports"
"5008",2015-08-01,3186,"血吸虫病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5014",2015-09-01,15758,"丙肝","HCV","Monthly Notifiable Infectious Diseases Reports"
"5015",2015-09-01,68,"乙型脑炎","Japanese encephalitis","Monthly Notifiable Infectious Diseases Reports"
"5016",2015-09-01,1114,"伤寒+副伤寒","Typhoid and paratyphoid fever","Monthly Notifiable Infectious Diseases Reports"
"5017",2013-07-01,100869,"其它感染性腹泻病","Other infectious diarrhea","Monthly Notifiable Infectious Diseases Reports"
"5018",2015-09-01,445,"流行性出血热","HFRS","Monthly Notifiable Infectious Diseases Reports"
"5019",2015-09-01,3112,"布病","Brucellosis","Monthly Notifiable Infectious Diseases Reports"
"5020",2015-09-01,3597,"急性出血性结膜炎","AHC","Monthly Notifiable Infectious Diseases Reports"
"5021",2015-09-01,1792,"戊肝","HEV","Monthly Notifiable Infectious Diseases Reports"
"5022",2015-09-01,181010,"手足口病","HFMD","Monthly Notifiable Infectious Diseases Reports"
"5023",2015-09-01,146,"斑疹伤寒","Typhus","Monthly Notifiable Infectious Diseases Reports"
"5024",2015-09-01,31,"新生儿破伤风",NA,"Monthly Notifiable Infectious Diseases Reports"
"5025",2015-09-01,36840,"梅毒","Syphilis","Monthly Notifiable Infectious Diseases Reports"
"5026",2015-09-01,9008,"流行性感冒",NA,"Monthly Notifiable Infectious Diseases Reports"
"5027",2015-09-01,12413,"流行性腮腺炎","Mumps","Monthly Notifiable Infectious Diseases Reports"
"5028",2015-09-01,8689,"淋病","Gonorrhea","Monthly Notifiable Infectious Diseases Reports"
"5029",2015-09-01,42,"炭疽",NA,"Monthly Notifiable Infectious Diseases Reports"
"5030",2015-09-01,67,"狂犬病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5031",2015-09-01,2825,"猩红热","Scarlet fever","Monthly Notifiable Infectious Diseases Reports"
"5032",2015-09-01,232,"疟疾","Malaria","Monthly Notifiable Infectious Diseases Reports"
"5033",2015-09-01,1628,"登革热","Dengue fever","Monthly Notifiable Infectious Diseases Reports"
"5034",2015-09-01,92621,"病毒性肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5035",2015-09-01,2167,"未分型肝炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5036",2015-09-01,65586,"肺结核","Tuberculosis","Monthly Notifiable Infectious Diseases Reports"
"5038",2015-09-01,69,"钩端螺旋体病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5040",2015-09-01,148,"风疹","Rubella","Monthly Notifiable Infectious Diseases Reports"
"5041",2013-07-01,2248,"麻疹",NA,"Monthly Notifiable Infectious Diseases Reports"
"5042",2015-09-01,24,"麻风病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5043",2015-09-01,76,"黑热病",NA,"Monthly Notifiable Infectious Diseases Reports"
"5044",2015-09-01,4837,"艾滋病","AIDS","Monthly Notifiable Infectious Diseases Reports"
"5045",2015-09-01,2,"霍乱",NA,"Monthly Notifiable Infectious Diseases Reports"
"5046",2015-09-01,70964,"乙肝","HBV","Monthly Notifiable Infectious Diseases Reports"
"5050",2015-09-01,215,"包虫病","Hydatidosis","Monthly Notifiable Infectious Diseases Reports"
"5053",2015-09-01,1,"流行性脑脊髓膜炎",NA,"Monthly Notifiable Infectious Diseases Reports"
"5055",2015-09-01,1940,"甲肝","HAV","Monthly Notifiable Infectious Diseases Reports"
"5057",2015-09-01,14665,"痢疾","Dysentery","Monthly Notifiable Infectious Diseases Reports"
